Publisher,Dataset Count
Roslin Institute. University of Edinburgh,1
"Next-Generation Ecosystem Experiments Tropics; Lawrence Berkeley National Laboratory (See acknowledgements below 
for the source of the original raw data)",1
"ภาควิชาสูติศาสตร์และนรีเวชวิทยา มหาวิทยาลัยขอนแก่น,",1
"ฝ่ายวิจัย มหาวิทยาลัยขอนแก่น,",1
"ศูนย์วิจัยควบคุมศัตรูพืชโดยชีวินทรีย์แห่งชาติ ภาคตะวันออกเฉียงเหนือตอนบน มหาวิทยาลัยขอนแก่น,",1
"โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น,",1
"คณะสังคมวิทยาและมนุษยวิทยา มหาวิทยาลัยธรรมศาสตร์,",1
"คณะเทคโนโลยีสารสนเทศและการสื่อสาร มหาวิทยาลัยศิลปากร,",1
"https://orcid.org/0000-0002-8008-8692, SEAD (http://sead-data.net)",1
"ภาควิชาภาษาฝรั่งเศส มหาวิทยาลัยศิลปากร,",1
สำนักงานเสริมสร้างเอกลักษณ์ของชาติ,1
สถาบันวิจัยและพัฒนา มหาวิทยาลัยสุโขทัยธรรมาธิราช,1
"University of Edinburgh. Edinburgh Medical School. School of Molecular, Genetic and Population Health Sciences",1
"ภาควิชาสังคมศาสตร์ มหาวิทยาลัยศิลปากร,",1
aa,1
UNIBA,1
บริษัทซิมพลีไบร์ท ซิสเต็ม จำกัด,1
ซิมพลีไบร์ท,1
"ศูนย์วิจัยคณิตศาสตร์ศึกษา มหาวิทยาลัยขอนแก่น,",1
Naresuan university,1
Flinders University of South Australia,1
"ภาควิชาวิทยาศาสตร์สิ่งแวดล้อม มหาวิทยาลัยธรรมศาสตร์ ศูนย์รังสิต,",1
"ภาควิชาวิศวกรรมเครื่องกล มหาวิทยาลัยศรีนครินทรวิโรฒ,",1
"กองการวิจัย กรมวิทยาศาสตร์บริการ,",1
Joni Eronen,1
Secreteriat for the National Open Science and Research Coordination,1
"Technical University of Munich,RWTH Aachen University,University of Regensburg",1
Mecklenburg County Park and Recreation,1
iNAIADS,1
Expanding Collaborative Capacity to Address Climate Resiliency in the Great Lakes Region (DE-SC0023215),1
"Drake, Merja",1
"Vollat, Matthias ,Ruf, Miriam",1
National Antarctic Data Center,1
Akhmet Baitursynuly Kostanay Regional University,1
ISP-CNR,1
National Antactic Data Center of Italy,1
Futurismo Azores Adventures,1
Massey University,1
"Department of Earth Sciences, University of Delaware, Newark, DE, USA",1
Effects of Hurricane Disturbance and Increased Temperature on Carbon Cycling and Storage of a Puerto Rican Forest: A Mechanistic Investigation of Above- and Belowground Processes,1
University of Edinburgh. The Roslin Institute. MRC Institute of Genetics and Molecular Medicine. MRC Human Genetics Unit,1
Naoya Morioka,1
"University of Edinburgh. The Roslin Institute. Epidemiology, Economics and Risk Assessment (EERA)",1
University of Edinburgh.School of Biological Sciences. Institute of Ecology and Evolution,1
Springer Nature (United Kingdom),1
"Technical University of Munich,Ludwig-Maximilians-Universität München,University of Regensburg",1
University of Edinburgh. College of Medicine and Veterinary Medicine. Institute for Regeneration and Repair. Centre for Inflammation Research,1
Eesti Keele Instituut,1
APS,1
Colorado School of Mines. Arthur lakes Library,1
"Shun Hirose, Shiu Mochiyama, Yoshihiko Susuki",1
Slovak Archive of Social Data ( SASD),1
โรงเรียนสาธิตแห่งมหาวิทยาลัยธรรมศาสตร์,1
Humanistinen tiedekunta,1
Instituto de Biología de la Altura (INBIAL),1
International Institute for Environment and Development,1
University of Edinburgh. College of Medicine & Veterinary Medicine. Centre for Clinical Brain Sciences. Division of Psychiatry,1
Elsie Welter Natural History Museum of Concordia College,1
Bailey Herbarium at College of Saint Benedict/Saint John’s University,1
AmeriFlux; Universidad Austral de Chile,1
Deutscher Jagdverband e.V.,1
Jeevitnadi,1
Journal of Advanced Intergrated Mathematics,1
"Queensland University of Technology,Karlsruhe Institute of Technology",1
Jardín Botánico de Cali - FZC,1
University of Edinburgh. College of Science and Engineering. School of Physics and Astronomy,1
Universidad de Valladolid. Escuela Técnica Superior de Ingenierías Agrarias,1
Jardín Botánico de La Macarena - Fundación Michel Boutsen,1
COMPASS-GLM,1
Federal Agency for Cartography and Geodesy,1
"MT James Entomological Collection, Washington State University",1
Naturkundliche Gesellschaft,1
Rutgers Univ Dissertation,1
Record,1
Missouri University of Science and Technology,1
"University of California, Davis: Institute of Transportation Studies",1
Phys. Rev. B,1
Université Rennes 2,1
IATIS and Chalermprakiat Center of Translation and Interpretation at Chulalongkorn University,1
Instituto Tecnológico Vale,1
"Ryunosuke Suzuki, Taiji Adachi",1
Umweltbundesamt,1
"University of Rostock, Medical Center",1
Corales de Paz,1
Centre Hospitalier Universitaire de Bordeaux,1
Bundesdenkmalamt,1
Clément Bouvier,1
Åbo Akademi University,1
"European Environment Agency (EEA), Joint Research Centre (JRC)",1
"Tropical Forest Response to a Drier Future: Turnover Times of Soil Organic Matter, Roots, Respired CO2, and CH4 Across Moisture Gradients in Time and Space",1
Daniel EPRON,1
Instituto de Estudios Sociales Avanzados,1
Zenodo8,1
"วี พลัส กรุ๊ป,",1
Nevada National Security Sites/Mission Support and Test Services LLC,1
resr,1
Yu Wu,1
Republic of Estonia Health Board,1
Centre for Social Sciences,1
OMP,1
Linguisitc Data Consortium,1
Instituto Nacional de Saúde Doutor Ricardo Jorge,1
Canadian-Pacific Robotic Ocean Observing Facility,1
"Ken-ichi Okubo, Ken Umeno",1
"Southampton University Hospital, NHS Trust",1
Autorité de sûreté nucléaire et de radioprotection,1
Biophysical processes and feedback mechanisms controlling the methane budget of an Amazonian peatland,1
Wildlife Observatory of Australia,1
NSF Geodetic Facility for the Advancement of Geoscience,1
"Centre for Agroecology, Water and Resilience, Coventry University",1
South American Mycorrhizal Research Network,1
"Robson, B., University of Manchester, Department of Geography",1
Geological Survey of Denmark and Greenland,1
LIS Cross-National Data Center in Luxembourg,1
Technische Universiteit Eindhoven,1
TU Delft - Section Hydraulic Engineering,1
"TU Delft, section hydraulic engineering",1
NSIDC Antarctic Glaciological Data Center,1
"Software Engineering Research Group (SERG), TU Delft",1
The Australian National University Supercomputer Facilty,1
The Australian National University Supercomputer Facility,1
Stockholm University; Bert Bolin Centre for Climate Research,1
Universitat Politecnica de Catalunya,1
Drayd Digital Repository,1
NASA Earth Exchange,1
California Language Archive,1
Swiss Seismological Service,1
"Earth Science Department, University of Memphis",1
Maison des sciences de l'homme,1
ITC-UT,1
Deltares (WL),1
University of Ferrara,1
Virtuele patiënten,1
Hiroki Matsumura,1
Museo di Storia Naturale dell'Accademia dei Fisiocritici,1
Noakhali Science and Technology University,1
EQMS Consulting Limited,1
National Mushroom Centre,1
"Central Department of Zoology, Tribhuvan University",1
"Plant Research Center, Makawanpur",1
Friends of Nature (FON) Nepal,1
"University of Copenhagen, Department of Veterinary and Animal Sciences",1
Journal of Rehabilitation Medicine,1
Universidad de Valladolid. Escuela de Doctorado,1
High Plains Herbarium at Chadron State College,1
Jaakko Kähärä,1
Frankfurt University of Applied Sciences,1
Bio- ja ympäristötieteellinen tiedekunta,1
Hôpital Foch,1
Cornell University Library eCommons Repository,1
